Date,B_Open,B_High,B_Low,B_Close,B_Volume,B_Value,B_weighted_Price,Inflation,DJ_Open,DJ_High,DJ_Low,DJ_Close,DJ_Adj_Close,DJ_Volume,Gold_Open,Gold_High,Gold_Low,Gold_Close,Fed
2016-09-26,598.95,607.27,596.1,606.47,4056.39,2444753.79,602.69,1.5,18217.76,18217.76,18083.32,18094.83,18094.83,95510000,1333.13,1344,1331.4,1337.28,0.4
2016-09-27,606.7,608.37,600.02,604.26,3055.82,1846161.51,604.15,1.5,18099.21,18238.1,18052.16,18228.3,18228.3,84130000,1338.51,1341.96,1332.89,1338.29,0.4
2016-09-28,605.07,605.3,601.41,603.95,2202.75,1329117.2,603.39,1.5,18240.22,18349.86,18179.34,18339.24,18339.24,97650000,1338.11,1339.61,1325.3,1327.35,0.4
2016-09-29,603.93,605.99,601,605.6,2718.02,1641055.44,603.77,1.5,18322.88,18366.23,18091.64,18143.45,18143.45,95880000,1327.41,1327.65,1318.23,1322.5,0.4
2016-09-30,605.59,608.39,603.15,608.23,2633.44,1593409.04,605.07,1.5,18181.8,18369.62,18181.8,18308.15,18308.15,135470000,1322.55,1325.8,1315.8,1322.2,0.29
2016-10-01,608.23,614.28,608.23,612.98,1458.84,892033.66,611.47,1.6,18181.8,18369.62,18181.8,18308.15,18308.15,135470000,1322.55,1325.8,1315.8,1322.2,0.29
2016-10-02,612.98,613,605,608.6,1407.06,856141.65,608.46,1.6,18181.8,18369.62,18181.8,18308.15,18308.15,135470000,1322.55,1325.8,1315.8,1322.2,0.29
2016-10-03,608.6,612.98,606.6,611.16,2245.89,1370270.02,610.12,1.6,18279.6,18279.8,18203.75,18253.85,18253.85,68520000,1322.55,1325.8,1315.8,1322.2,0.4
2016-10-04,612.84,612.84,604.99,607.19,2955.42,1795599.85,607.56,1.6,18267.68,18313.77,18116.26,18168.45,18168.45,79710000,1315.95,1319.49,1309.58,1313.1,0.4
2016-10-05,607.19,612,605.76,608.49,2410.93,1469331.48,609.45,1.6,18205.5,18315.82,18205.5,18281.03,18281.03,76190000,1312.91,1313.12,1267.29,1268.2,0.4
2016-10-06,608.01,610.5,607.09,610.25,2039.82,1242954.86,609.35,1.6,18280.42,18288.12,18162.97,18268.5,18268.5,78660000,1267.17,1276.95,1262.1,1268.64,0.4
2016-10-07,610.25,616.34,607.52,614.88,4033.82,2468265.95,611.89,1.6,18295.35,18319.73,18149.35,18240.49,18240.49,82680000,1268.48,1269.47,1250.03,1255.72,0.4
2016-10-08,614.88,616.99,612.5,614.34,888.66,546015.41,614.43,1.6,18295.35,18319.73,18149.35,18240.49,18240.49,82680000,1268.48,1269.47,1250.03,1255.72,0.4
2016-10-09,614.34,614.98,610,613.06,1174.26,719904.66,613.07,1.6,18295.35,18319.73,18149.35,18240.49,18240.49,82680000,1268.48,1269.47,1250.03,1255.72,0.4
2016-10-10,612.12,616.47,612.12,616,2295.52,1410892.89,614.63,1.6,18282.95,18399.96,18282.95,18329.04,18329.04,72110000,1268.48,1269.47,1250.03,1255.72,0.4
2016-10-11,616.37,639,614.56,639,8087.32,5100218.35,630.64,1.6,18308.43,18312.33,18061.96,18128.66,18128.66,88610000,1258.32,1265,1227.5,1259.5,0.41
2016-10-12,638.3,640,628.76,634.5,2658.53,1690227.11,635.78,1.6,18132.63,18193.96,18082.09,18144.2,18144.2,72230000,1259.84,1261.9,1252.5,1254.14,0.41
2016-10-13,634.5,636,630,634.02,2381.5,1510988.67,634.47,1.6,18088.32,18137.7,17959.95,18098.94,18098.94,83160000,1254.47,1262.3,1250.4,1255.52,0.41
2016-10-14,635.16,639.99,630.45,638.2,3154.82,2003219.14,634.97,1.6,18177.35,18261.11,18138.38,18138.38,18138.38,87050000,1255.4,1267.7,1253.28,1257.89,0.41
2016-10-15,638.2,642,635.25,635.96,1421.85,908251.54,638.78,1.6,18177.35,18261.11,18138.38,18138.38,18138.38,87050000,1255.4,1267.7,1253.28,1257.89,0.41
2016-10-16,635.26,641.4,635.18,638.97,1289.54,823539.55,638.63,1.6,18177.35,18261.11,18138.38,18138.38,18138.38,87050000,1255.4,1267.7,1253.28,1257.89,0.41
2016-10-17,638.97,639.99,632.1,636.91,3958.04,2516207.28,635.72,1.6,18135.85,18162.28,18063.02,18086.4,18086.4,75960000,1255.4,1267.7,1253.28,1257.89,0.41
2016-10-18,636.96,637.8,631.52,635.95,2731.18,1735476.56,635.43,1.6,18145.06,18225.8,18129.45,18161.94,18161.94,74600000,1251.96,1257.2,1250.7,1255.74,0.41
2016-10-19,635.95,638.04,624.13,627.98,4472.9,2824080.05,631.38,1.6,18178.21,18252.2,18169.25,18202.62,18202.62,88040000,1255.68,1267.7,1254.3,1262.53,0.41
2016-10-20,627.84,630.22,625,628.89,2040.01,1280448.68,627.67,1.6,18161.87,18249.05,18129.07,18162.35,18162.35,88830000,1262.55,1273.27,1260.4,1270.59,0.41
2016-10-21,628.05,632.36,627.5,629,3050.51,1919969.05,629.39,1.6,18152.63,18168.76,18049.77,18145.71,18145.71,117810000,1270.7,1273.73,1263.6,1266.32,0.41
2016-10-22,628.99,656,628.57,654.52,4351.62,2812594.62,646.33,1.6,18152.63,18168.76,18049.77,18145.71,18145.71,117810000,1270.7,1273.73,1263.6,1266.32,0.41
2016-10-23,654.52,656,647.51,648.74,2535.01,1651700.19,651.56,1.6,18152.63,18168.76,18049.77,18145.71,18145.71,117810000,1270.7,1273.73,1263.6,1266.32,0.41
2016-10-24,648.71,652.25,640,648.6,4679,3027622.03,647.07,1.6,18197.14,18275.04,18191.18,18223.03,18223.03,88540000,1266.19,1271.9,1260.9,1264.48,0.41
2016-10-25,649.03,657.58,643,651.97,6106.92,3982507.67,652.13,1.6,18206.52,18241.69,18151.7,18169.27,18169.27,83190000,1264.55,1276.56,1262.42,1274.36,0.41
2016-10-26,651.97,677,651.69,675.11,6716.23,4466380.41,665.01,1.6,18103.8,18236.04,18062.3,18199.33,18199.33,86340000,1274.4,1276.35,1264.96,1265.98,0.41
2016-10-27,674.63,685.89,665.59,684.71,4545.44,3090089.93,679.82,1.6,18234.81,18253.2,18149.2,18169.68,18169.68,83530000,1274.4,1276.35,1264.96,1265.98,0.41
2016-10-28,684.68,687.23,677.05,685.91,3574.08,2446577.64,684.53,1.6,18193.79,18257.06,18094.97,18161.19,18161.19,107850000,1266.09,1272.49,1265.21,1268.75,0.41
2016-10-29,685.91,717.99,684.89,711.13,4034.88,2839203.57,703.66,1.6,18193.79,18257.06,18094.97,18161.19,18161.19,107850000,1266.09,1272.49,1265.21,1268.75,0.41
2016-10-30,711.1,711.78,691.49,697.23,3752.53,2630802.8,701.08,1.6,18193.79,18257.06,18094.97,18161.19,18161.19,107850000,1266.09,1272.49,1265.21,1268.75,0.41
2016-10-31,697.1,706.97,683.6,697.01,4655.89,3246833.13,697.36,1.6,18176.6,18193.68,18130.58,18142.42,18142.42,110080000,1266.09,1272.49,1265.21,1268.75,0.31
2016-11-01,697.04,737,695.38,726.6,6570.02,4746887.12,722.51,1.7,18158.24,18177.01,17940.84,18037.1,18037.1,101280000,1277.79,1279.59,1270.1,1276.77,0.41
2016-11-02,726.6,742,717.32,742,4320.53,3133467.19,725.25,1.7,18017.72,18044.15,17931.89,17959.64,17959.64,88610000,1276.85,1291.9,1275.8,1289.01,0.41
2016-11-03,742,745.19,670.32,685.22,12102.24,8620853.88,712.34,1.7,17978.75,18006.96,17904.07,17930.67,17930.67,77860000,1288.54,1307.91,1287.5,1298.24,0.41
2016-11-04,684.84,707.67,681,702.7,5345.68,3725359.65,696.89,1.7,17928.35,17986.76,17883.56,17888.28,17888.28,97760000,1298.21,1306.23,1286.1,1303.1,0.41
2016-11-05,702.95,707.34,694.71,703.46,1918.31,1346262.96,701.8,1.7,17928.35,17986.76,17883.56,17888.28,17888.28,97760000,1298.21,1306.23,1286.1,1303.1,0.41
2016-11-06,703.33,714.36,697.92,709.93,2292.86,1620784.56,706.88,1.7,17928.35,17986.76,17883.56,17888.28,17888.28,97760000,1298.21,1306.23,1286.1,1303.1,0.41
2016-11-07,709.92,709.92,698.26,702.86,3020.87,2123754.48,703.03,1.7,17994.64,18263.3,17994.64,18259.6,18259.6,93450000,1298.21,1306.23,1286.1,1303.1,0.41
2016-11-08,702.86,712.92,701.02,709.31,5526.47,3905868.36,706.76,1.7,18251.38,18400.5,18200.75,18332.74,18332.74,79820000,1289.55,1295.77,1278.4,1282.67,0.41
2016-11-09,708.17,740.86,705.45,721.5,9726.25,7081641.53,728.1,1.7,18317.26,18650.06,18252.55,18589.69,18589.69,173110000,1282.63,1290.02,1269.8,1273.51,0.41
2016-11-10,721.5,722,707,714.47,4996.45,3570538.74,714.61,1.7,18603.14,18873.66,18603.14,18807.88,18807.88,164390000,1273.18,1337.54,1269.77,1276,0.41
2016-11-11,714.48,720.94,712.24,716.39,3328.33,2382869.96,715.94,1.7,18781.65,18855.78,18736.96,18847.66,18847.66,107300000,1275,1291.8,1246.8,1260.72,0.41
2016-11-12,716.39,716.39,701,702.28,2811.55,1988237.32,707.17,1.7,18781.65,18855.78,18736.96,18847.66,18847.66,107300000,1275,1291.8,1246.8,1260.72,0.41
2016-11-13,701.17,702.89,683.23,700.38,6023.55,4174451.24,693.02,1.7,18781.65,18855.78,18736.96,18847.66,18847.66,107300000,1275,1291.8,1246.8,1260.72,0.41
2016-11-14,700.38,705.89,697.14,703.82,7566.58,5302237.19,700.74,1.7,18876.77,18934.05,18815.75,18868.69,18868.69,112250000,1275,1291.8,1246.8,1260.72,0.41
2016-11-15,704.98,716.54,703.05,711.06,5668.94,4030616.4,711,1.7,18858.21,18925.26,18806.06,18923.06,18923.06,100660000,1230.15,1230.15,1211.7,1224.2,0.41
2016-11-16,711.07,742.87,708.44,739.71,11585.05,8443845.52,728.86,1.7,18909.85,18909.85,18825.89,18868.14,18868.14,87320000,1223.7,1231.4,1219.4,1226.9,0.41
2016-11-17,739.71,749.98,732.22,735.24,6681.43,4971520.49,744.08,1.7,18866.22,18904.03,18845.27,18903.82,18903.82,89940000,1227.45,1232.98,1221.65,1226.58,0.41
2016-11-18,736,752.95,731.31,748.98,4271.04,3180459.44,744.66,1.7,18905.33,18915.74,18853.83,18867.93,18867.93,109880000,1214.9,1215.9,1204.3,1208.33,0.41
2016-11-19,748.98,755.07,742.63,750.75,1965.44,1470296.81,748.08,1.7,18905.33,18915.74,18853.83,18867.93,18867.93,109880000,1214.9,1215.9,1204.3,1208.33,0.41
2016-11-20,750.09,753.82,714,727.09,5525.96,4046316.48,732.24,1.7,18905.33,18915.74,18853.83,18867.93,18867.93,109880000,1214.9,1215.9,1204.3,1208.33,0.41
2016-11-21,727.09,739.2,727.03,736.76,4017.58,2948982.13,734.02,1.7,18898.68,18960.76,18883.1,18956.69,18956.69,80520000,1214.9,1215.9,1204.3,1208.33,0.41
2016-11-22,736.92,750,730.27,749.22,5034.7,3735123.75,741.88,1.7,18970.39,19043.9,18962.82,19023.87,19023.87,85310000,1207.04,1217.6,1207.04,1216.34,0.41
2016-11-23,749.13,749.98,729.92,740.18,4462.78,3298351.61,739.08,1.7,19015.52,19083.76,19000.38,19083.18,19083.18,77880000,1216.1,1220.9,1206.27,1212.84,0.41
2016-11-24,740.18,741.15,729,735.63,4039.82,2967466.39,734.55,1.7,19015.52,19083.76,19000.38,19083.18,19083.18,77880000,1212.83,1215.04,1182.1,1189.6,0.41
2016-11-25,735.63,737.07,728,737.07,3356.09,2459029.2,732.71,1.7,19093.72,19152.14,19093.72,19152.14,19152.14,45890000,1189.4,1190.49,1181.9,1185.92,0.41
2016-11-26,736.96,737.56,722.3,729.91,2314.58,1685262.3,728.11,1.7,19093.72,19152.14,19093.72,19152.14,19152.14,45890000,1189.4,1190.49,1181.9,1185.92,0.41
2016-11-27,729.91,732,722.44,727.32,3447.87,2508288.05,727.49,1.7,19093.72,19152.14,19093.72,19152.14,19152.14,45890000,1189.4,1190.49,1181.9,1185.92,0.41
2016-11-28,727.32,732.44,724.1,729.54,4741.12,3457223,729.2,1.7,19122.14,19138.72,19072.25,19097.9,19097.9,88460000,1189.4,1190.49,1181.9,1185.92,0.41
2016-11-29,730.99,733.29,721,730.76,5406.9,3944721.68,729.57,1.7,19064.07,19144.4,19062.22,19121.6,19121.6,81510000,1187.4,1197.7,1183.65,1194.88,0.41
2016-11-30,730.72,744.49,727,742.06,6249.62,4608044.88,737.33,1.7,19135.64,19225.29,19123.38,19123.58,19123.58,164570000,1194.56,1194.68,1181.54,1188.5,0.31
2016-12-01,742.06,754.98,740.18,751.54,6124.5,4590130.15,749.47,2.1,19149.2,19214.3,19138.79,19191.93,19191.93,108800000,1189.2,1195,1168.4,1172.68,0.41
2016-12-02,751.55,778.07,750.77,769.99,8098.58,6209209.26,766.7,2.1,19161.25,19196.14,19141.18,19170.42,19170.42,84920000,1172.87,1176.6,1161,1173.49,0.41
2016-12-03,770.91,770.99,752.41,760.75,2772.66,2114389.56,762.58,2.1,19161.25,19196.14,19141.18,19170.42,19170.42,84920000,1172.87,1176.6,1161,1173.49,0.41
2016-12-04,762.97,762.97,752.41,762,3215.68,2440424.84,758.91,2.1,19161.25,19196.14,19141.18,19170.42,19170.42,84920000,1172.87,1176.6,1161,1173.49,0.41
2016-12-05,762,762.09,743,750.24,5567.77,4175776.97,749.99,2.1,19244.35,19274.85,19186.73,19216.24,19216.24,317800000,1172.87,1176.6,1161,1173.49,0.41
2016-12-06,749.51,759.9,747.99,758.98,6763.74,5108421.86,755.27,2.1,19219.91,19255.89,19184.74,19251.78,19251.78,284960000,1181.22,1181.35,1157.5,1170.18,0.41
2016-12-07,758.97,769.61,751.78,763.99,4809.71,3665122.08,762.03,2.1,19241.99,19558.42,19229.83,19549.62,19549.62,385200000,1170.24,1175.36,1167.1,1169.49,0.41
2016-12-08,764.05,772.01,762.29,766.84,4892.94,3758555.43,768.16,2.1,19559.94,19664.97,19527.83,19614.81,19614.81,324570000,1169,1180.3,1166.09,1175.13,0.41
2016-12-09,766.84,773.99,766.29,769.57,2868.42,2209620.29,770.33,2.1,19631.35,19757.74,19623.19,19756.85,19756.85,334470000,1175.05,1178.61,1169.5,1170.41,0.41
2016-12-10,769.57,774.12,768.11,772.28,2200.71,1700155.02,772.55,2.1,19631.35,19757.74,19623.19,19756.85,19756.85,334470000,1175.05,1178.61,1169.5,1170.41,0.41
2016-12-11,772.28,772.28,764.01,768.97,1421.13,1090977.42,767.68,2.1,19631.35,19757.74,19623.19,19756.85,19756.85,334470000,1175.05,1178.61,1169.5,1170.41,0.41
2016-12-12,768.97,779,768.96,776.9,2805.19,2174538.23,775.18,2.1,19770.2,19824.59,19747.74,19796.43,19796.43,333660000,1154.89,1165.7,1152.08,1163.2,0.41
2016-12-13,777,793.27,765.1,775.35,4918.81,3828369.08,778.31,2.1,19852.21,19953.75,19846.45,19911.21,19911.21,388420000,1163.85,1164.9,1154.7,1158.53,0.41
2016-12-14,775.75,781,770.74,777.09,2333.38,1812395.34,776.73,2.1,19876.13,19966.43,19748.67,19792.53,19792.53,408430000,1163.85,1164.9,1154.7,1158.53,0.41
2016-12-15,777.03,779.08,771,775.89,3039.82,2360816.75,776.63,2.1,19811.5,19951.29,19811.5,19852.24,19852.24,357350000,1158.71,1165,1140.09,1142.97,0.66
2016-12-16,776.3,782.46,771.24,781.32,3475.77,2706428.28,778.66,2.1,19909.01,19923.17,19821,19843.41,19843.41,573470000,1142.95,1144.4,1120.6,1127.89,0.66
2016-12-17,781.32,790.88,780.36,788.52,2389.76,1878367.31,786.01,2.1,19909.01,19923.17,19821,19843.41,19843.41,573470000,1142.95,1144.4,1120.6,1127.89,0.66
2016-12-18,788.3,790.99,780,788.67,2519.24,1983165.37,787.21,2.1,19909.01,19923.17,19821,19843.41,19843.41,573470000,1142.95,1144.4,1120.6,1127.89,0.66
2016-12-19,788.34,794.39,787.01,791,3917.87,3100648.86,791.41,2.1,19836.66,19917.78,19832.95,19883.06,19883.06,302310000,1142.95,1144.4,1120.6,1127.89,0.66
2016-12-20,791.03,803,787.1,798.65,4118.69,3267705.4,793.38,2.1,19920.59,19987.63,19920.42,19974.62,19974.62,284080000,1135.91,1142.35,1135.81,1138.63,0.66
2016-12-21,798.83,834.97,796.82,832.75,9391.36,7667888.81,816.48,2.1,19968.97,19986.56,19941.96,19941.96,19941.96,256640000,1138.15,1139.73,1126,1132.04,0.66
2016-12-22,832.02,875,827.29,859.96,12070.35,10331509.73,855.94,2.1,19922.68,19933.83,19882.19,19918.88,19918.88,258290000,1132.13,1137.18,1129.59,1131.05,0.66
2016-12-23,858.94,920,858.93,914,16526.63,14837057.96,897.77,2.1,19908.61,19934.15,19899.06,19933.81,19933.81,158260000,1131.14,1134.15,1128.13,1128.77,0.66
2016-12-24,914.48,918.5,878.89,892.61,6026.45,5425021.88,900.2,2.1,19908.61,19934.15,19899.06,19933.81,19933.81,158260000,1131.14,1134.15,1128.13,1128.77,0.66
2016-12-25,892.61,894.97,859,890.67,4658.24,4071449.16,874.03,2.1,19908.61,19934.15,19899.06,19933.81,19933.81,158260000,1131.14,1134.15,1128.13,1128.77,0.66
2016-12-26,890.65,905.18,888,897.1,3467.55,3117208.42,898.97,2.1,19908.61,19934.15,19899.06,19933.81,19933.81,158260000,1131.14,1134.15,1128.13,1128.77,0.66
2016-12-27,897.82,936.42,891,930.34,7225.77,6665199.07,922.42,2.1,19943.46,19980.24,19939.8,19945.04,19945.04,158540000,1134.15,1134.96,1133.29,1133.35,0.66
2016-12-28,930.34,976.48,929.49,976.47,12285.11,11744311.24,955.98,2.1,19964.31,19981.11,19827.31,19833.68,19833.68,188350000,1133.52,1149.33,1131.8,1139.34,0.66
2016-12-29,976.48,980.74,950,969.58,7858.46,7599251.05,967.02,2.1,19835.46,19878.44,19788.94,19819.78,19819.78,172040000,1139.75,1144.37,1136.73,1142.4,0.66
2016-12-30,969.99,970,931,959.54,10755.04,10228764.24,951.07,2.1,19833.17,19852.55,19718.67,19762.6,19762.6,271910000,1143.2,1162.09,1143.2,1160.79,0.55
2016-12-31,959.54,966.37,944.11,966.3,4162.92,3978648.15,955.73,2.1,19833.17,19852.55,19718.67,19762.6,19762.6,271910000,1143.2,1162.09,1143.2,1160.79,0.55
2017-01-01,966.34,1005,960.53,997.75,6850.59,6764742.06,987.47,2.5,19833.17,19852.55,19718.67,19762.6,19762.6,271910000,1143.2,1162.09,1143.2,1160.79,0.55
2017-01-02,997.75,1032,990.01,1012.54,8167.38,8273576.99,1013,2.5,19833.17,19852.55,19718.67,19762.6,19762.6,271910000,1143.2,1162.09,1143.2,1160.79,0.55
2017-01-03,1011.44,1039,999.99,1035.24,9089.66,9276500.31,1020.56,2.5,19872.86,19938.53,19775.93,19881.76,19881.76,339180000,1152.1,1152.58,1149.8,1150.3,0.66
2017-01-04,1035.51,1139.89,1028.56,1114.92,21562.46,23469644.96,1088.45,2.5,19890.94,19956.14,19878.83,19942.16,19942.16,280010000,1150.51,1163.4,1146.33,1157.26,0.66
2017-01-05,1114.38,1136.72,885.41,1004.74,36018.86,36211399.53,1005.35,2.5,19924.56,19948.6,19811.12,19899.29,19899.29,269920000,1166.21,1184.35,1166.21,1181.03,0.66
2017-01-06,1004.73,1026.99,871,893.89,27916.7,25523261.28,914.26,2.5,19906.96,19999.63,19834.08,19963.8,19963.8,277700000,1180.4,1181.11,1169.6,1172.61,0.66
2017-01-07,894.02,907.05,812.28,906.2,20401.11,17624310.02,863.89,2.5,19906.96,19999.63,19834.08,19963.8,19963.8,277700000,1180.4,1181.11,1169.6,1172.61,0.66
2017-01-08,906.2,941.81,881.3,909.75,8937.49,8168170.35,913.92,2.5,19906.96,19999.63,19834.08,19963.8,19963.8,277700000,1180.4,1181.11,1169.6,1172.61,0.66
2017-01-09,909.8,912.87,875,896.23,8716.18,7780059.06,892.6,2.5,19931.41,19943.78,19887.38,19887.38,19887.38,287060000,1180.4,1181.11,1169.6,1172.61,0.66
2017-01-10,896.09,912.47,889.41,905.05,8535.52,7704271.2,902.61,2.5,19876.35,19957.12,19836.03,19855.53,19855.53,299410000,1174.22,1185.83,1172.87,1182.84,0.66
2017-01-11,905.24,918.4,755,778.62,35893.77,29459968.9,820.75,2.5,19887.38,19973.42,19833.16,19954.28,19954.28,336150000,1183.32,1190.34,1180.36,1186.14,0.66
2017-01-12,778.7,832.99,751.34,807.47,17400.14,13632251.44,783.46,2.5,19926.21,19929.29,19770.47,19891,19891,306290000,1187.27,1198.04,1177.59,1193.22,0.66
2017-01-13,807.51,831.4,775,825.86,11409.52,9224729.89,808.51,2.5,19912.54,19952.03,19849.38,19885.73,19885.73,263780000,1193.3,1206.65,1193.21,1196.09,0.66
2017-01-14,825.98,837.76,810,818.27,6614.72,5470214.99,826.98,2.5,19912.54,19952.03,19849.38,19885.73,19885.73,263780000,1193.3,1206.65,1193.21,1196.09,0.66
2017-01-15,819.52,823.45,808,821.86,4231.46,3455365.87,816.59,2.5,19912.54,19952.03,19849.38,19885.73,19885.73,263780000,1193.3,1206.65,1193.21,1196.09,0.66
2017-01-16,821.86,835,818.09,831.81,6166.04,5107031.21,828.25,2.5,19912.54,19952.03,19849.38,19885.73,19885.73,263780000,1193.3,1206.65,1193.21,1196.09,0.66
2017-01-17,831.76,908.5,827,905.99,12264.17,10775497.86,878.62,2.5,19848.82,19882.99,19775.35,19826.77,19826.77,341900000,1203.14,1207.64,1200.45,1203.6,0.66
2017-01-18,905.95,915.99,851.74,887.7,11181.9,9830117.65,879.11,2.5,19822.73,19828.2,19739,19804.72,19804.72,279760000,1204.25,1218.79,1203.63,1215.41,0.66
2017-01-19,887.69,910,878.89,901.01,11094.6,9929647.2,895,2.5,19813.55,19824.14,19677.94,19732.4,19732.4,301750000,1215.46,1217.4,1202.14,1202.61,0.66
2017-01-20,902.23,902.43,880,895.8,6618.63,5915865.49,893.82,2.5,19795.06,19843.94,19759.14,19827.25,19827.25,435260000,1204.1,1206.47,1195.98,1203.45,0.66
2017-01-21,895.81,928,895,921.98,5865.63,5373391.08,916.08,2.5,19795.06,19843.94,19759.14,19827.25,19827.25,435260000,1204.1,1206.47,1195.98,1203.45,0.66
2017-01-22,921.98,937.74,886.76,923.76,7166.67,6569177.19,916.63,2.5,19795.06,19843.94,19759.14,19827.25,19827.25,435260000,1204.1,1206.47,1195.98,1203.45,0.66
2017-01-23,923.75,927.57,913.21,913.52,3514.74,3234454.3,920.25,2.5,19794.79,19833.98,19732.36,19799.85,19799.85,326690000,1204.1,1206.47,1195.98,1203.45,0.66
2017-01-24,913.15,923,881.48,885.47,9405.05,8495975.46,903.34,2.5,19794.68,19949.24,19786.71,19912.71,19912.71,374460000,1215.11,1219.69,1209.6,1217.5,0.66
2017-01-25,885.47,904.01,884.5,893.43,5291.55,4725942.37,893.11,2.5,19994.48,20082,19994.48,20068.51,20068.51,372240000,1217.22,1218.56,1206.9,1209.49,0.66
2017-01-26,893.25,919.49,892.86,914.83,5164.9,4688102.25,907.69,2.5,20076.25,20125.58,20067.53,20100.91,20100.91,356730000,1208.67,1209.79,1193.73,1200.91,0.66
2017-01-27,914.95,924.88,908.01,918.02,4830.54,4433746.38,917.86,2.5,20103.36,20115.97,20072.64,20093.78,20093.78,343130000,1201.88,1202.5,1184.61,1188.29,0.66
2017-01-28,918.02,920.99,913.08,918.6,1175.86,1078884.52,917.53,2.5,20103.36,20115.97,20072.64,20093.78,20093.78,343130000,1201.88,1202.5,1184.61,1188.29,0.66
2017-01-29,918.6,919.99,910.45,912.01,1349.01,1234746.08,915.29,2.5,20103.36,20115.97,20072.64,20093.78,20093.78,343130000,1201.88,1202.5,1184.61,1188.29,0.66
2017-01-30,913.12,923,910,919.99,3121.19,2865063.73,917.94,2.5,20028.62,20028.62,19870.39,19971.13,19971.13,317280000,1194.62,1199.4,1188.39,1197.11,0.66
2017-01-31,919.99,970,917.5,963.99,9507.1,9024041.55,949.19,2.5,19913.16,19918.17,19784.77,19864.09,19864.09,373750000,1197,1215.2,1196.29,1211.95,0.56
2017-02-01,963.99,986.96,962,983.67,6954.4,6748543.97,970.4,2.7,19923.81,19967.73,19845.99,19890.94,19890.94,426670000,1197,1215.2,1196.29,1211.95,0.66
2017-02-02,983.79,1011.65,973.12,1009.17,8269.68,8222686.79,994.32,2.7,19858.34,19922.75,19831.09,19884.91,19884.91,347220000,1211.52,1212.32,1198.49,1209.71,0.66
2017-02-03,1009.15,1022.64,987.01,1016.99,10928.02,11029881.3,1009.32,2.7,19964.21,20081.48,19964.21,20071.46,20071.46,344220000,1210.3,1225.35,1210.14,1214.93,0.66
2017-02-04,1015.06,1044.23,1004,1033.18,5752.29,5884560.6,1022.99,2.7,19964.21,20081.48,19964.21,20071.46,20071.46,344220000,1210.3,1225.35,1210.14,1214.93,0.66
2017-02-05,1033.72,1034.6,1004.7,1011.07,4348.17,4417546.51,1015.96,2.7,19964.21,20081.48,19964.21,20071.46,20071.46,344220000,1210.3,1225.35,1210.14,1214.93,0.66
2017-02-06,1010.03,1031.94,1005.1,1023.99,5080.85,5188721.52,1021.23,2.7,20025.61,20094.95,20002.81,20052.42,20052.42,281720000,1210.3,1225.35,1210.14,1214.93,0.66
2017-02-07,1024,1056.25,1021.3,1052.48,5372.13,5605838.11,1043.5,2.7,20107.62,20155.35,20068.68,20090.29,20090.29,279670000,1220.47,1235.69,1220.38,1233.58,0.66
2017-02-08,1052.48,1070,1025,1050.4,9633.26,10072826.84,1045.63,2.7,20049.29,20068.28,20015.33,20054.34,20054.34,280410000,1233.89,1235.7,1227.84,1232.33,0.66
2017-02-09,1051.73,1074.69,913.73,986,25150.07,25064862.06,996.61,2.7,20061.73,20206.36,20061.73,20172.4,20172.4,325310000,1231.3,1244.69,1230.3,1240.25,0.66
2017-02-10,985.71,1010.68,950,996.08,10731.29,10491584.37,977.66,2.7,20211.23,20298.21,20204.76,20269.37,20269.37,312230000,1240.45,1244.14,1225.36,1227.28,0.66
2017-02-11,995.49,1020,987.62,1012.4,4472.51,4509154.73,1008.19,2.7,20211.23,20298.21,20204.76,20269.37,20269.37,312230000,1240.45,1244.14,1225.36,1227.28,0.66
2017-02-12,1011.01,1011.97,991.98,1000.73,2684,2690265.37,1002.34,2.7,20211.23,20298.21,20204.76,20269.37,20269.37,312230000,1240.45,1244.14,1225.36,1227.28,0.66
2017-02-13,1000.73,1007.89,975.1,1000.79,4547.26,4522130.78,994.47,2.7,20338.54,20441.48,20322.95,20412.16,20412.16,314620000,1240.45,1244.14,1225.36,1227.28,0.66
2017-02-14,1000.74,1019,987.97,1008.88,6761.11,6806110.34,1006.66,2.7,20374.22,20504.41,20374.02,20504.41,20504.41,356580000,1230.1,1232.25,1219.9,1226.03,0.66
2017-02-15,1008.88,1013.8,1000.97,1011.53,3095.66,3123812.22,1009.09,2.7,20504.27,20620.45,20496.03,20611.86,20611.86,384380000,1226.63,1234.38,1222.1,1228.52,0.66
2017-02-16,1011.53,1043.21,1010.75,1032.7,5996.1,6170238.86,1029.04,2.7,20627.31,20639.87,20556.83,20619.77,20619.77,354120000,1227.8,1234.08,1215.6,1233.22,0.66
2017-02-17,1032.91,1064.99,1031.98,1055.46,6085.02,6386285.16,1049.51,2.7,20564.13,20624.05,20532.61,20624.05,20624.05,340620000,1233.36,1242.38,1232.3,1238.78,0.66
2017-02-18,1055.75,1068.99,1046.14,1056.4,4474.95,4745831.61,1060.53,2.7,20564.13,20624.05,20532.61,20624.05,20624.05,340620000,1233.36,1242.38,1232.3,1238.78,0.66
2017-02-19,1056.4,1061.9,1039.07,1051.8,2270.85,2388775.41,1051.93,2.7,20564.13,20624.05,20532.61,20624.05,20624.05,340620000,1233.36,1242.38,1232.3,1238.78,0.66
